Restaurant ID,Restaurant Name,Country Code,City,Address,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating text,Votes
18446411,Lhasa Thali House,1,New Delhi,Majnu ka Tila,Nepalese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18424646,Little Tibet,1,New Delhi,Majnu ka Tila,Cafe Tibetan,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18261162,Lotus House Restaurant,1,New Delhi,Majnu ka Tila,Tibetan Chinese,600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,1
18273530,Mahi Rasoi,1,New Delhi,Majnu ka Tila,North Indian South Indian Fast Food,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18446424,New Open Restaurant,1,New Delhi,Majnu ka Tila,Nepalese Tibetan,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18272385,Rooftop Restaurant,1,New Delhi,Majnu ka Tila,Chinese,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
18424635,Somang House Restaurant,1,New Delhi,Majnu ka Tila,Asian Chinese,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18272376,Tandoori Khazana,1,New Delhi,Majnu ka Tila,North Indian Fast Food,350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18368943,Tsopema Restaurant,1,New Delhi,Majnu ka Tila,Tibetan Chinese North Indian,600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,1
308286,33 Food,1,New Delhi,Malviya Nagar,North Indian Mughlai,700,Indian Rupees(Rs.),No,Yes,No,2,3.2,Average,93
18261723,Burger Point,1,New Delhi,Malviya Nagar,Burger Fast Food,400,Indian Rupees(Rs.),No,No,No,1,3.3,Average,78
18463424,Cafe Blur,1,New Delhi,Malviya Nagar,Cafe Chinese,450,Indian Rupees(Rs.),No,No,No,1,3.1,Average,7
650,Cafe Coffee Day,1,New Delhi,Malviya Nagar,Cafe,450,Indian Rupees(Rs.),No,No,No,1,2.5,Average,52
1037,Cafe Rendezvous,1,New Delhi,Malviya Nagar,Mexican Italian North Indian Continental Asian,1550,Indian Rupees(Rs.),Yes,Yes,No,3,3.3,Average,191
6377,Cakes & Bakes,1,New Delhi,Malviya Nagar,Bakery Desserts,500,Indian Rupees(Rs.),No,No,No,2,3.4,Average,75
311609,Chatorey Chacha,1,New Delhi,Malviya Nagar,Street Food North Indian,350,Indian Rupees(Rs.),No,No,No,1,3.3,Average,51
18175252,Chilli Dragon,1,New Delhi,Malviya Nagar,Chinese Thai,650,Indian Rupees(Rs.),No,Yes,No,2,3.3,Average,35
309448,DCK- Dana Choga's Kitchen,1,New Delhi,Malviya Nagar,North Indian Mughlai,800,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,297
2863,Divya's Rimpy Restaurant,1,New Delhi,Malviya Nagar,North Indian Chinese Mughlai,800,Indian Rupees(Rs.),No,No,No,2,3.2,Average,245
5135,Express Dhaba,1,New Delhi,Malviya Nagar,North Indian Chinese Mughlai,650,Indian Rupees(Rs.),No,Yes,No,2,2.7,Average,68
300828,Go Foodie,1,New Delhi,Malviya Nagar,North Indian Chinese,500,Indian Rupees(Rs.),No,No,No,2,3.3,Average,105
18238307,Health Pan,1,New Delhi,Malviya Nagar,Healthy Food,200,Indian Rupees(Rs.),No,Yes,No,1,3.4,Average,45
1040,Karim's,1,New Delhi,Malviya Nagar,Mughlai North Indian,800,Indian Rupees(Rs.),Yes,Yes,No,2,3,Average,183
18285199,Karuna,1,New Delhi,Malviya Nagar,South Indian,200,Indian Rupees(Rs.),No,No,No,1,3,Average,15
303423,Kathi,1,New Delhi,Malviya Nagar,North Indian Fast Food Chinese,400,Indian Rupees(Rs.),No,Yes,No,1,2.8,Average,75
18354972,King Chilly Kitchen,1,New Delhi,Malviya Nagar,Chinese Tibetan,400,Indian Rupees(Rs.),No,Yes,No,1,3.2,Average,17
18332076,Kolhapuri Veg Non-Veg Foods,1,New Delhi,Malviya Nagar,Maharashtrian,300,Indian Rupees(Rs.),No,Yes,No,1,3.3,Average,20
1406,Mehfil Dhaba,1,New Delhi,Malviya Nagar,Fast Food North Indian,300,Indian Rupees(Rs.),No,No,No,1,3.4,Average,214
308444,Moti Mahal Delux - Legendary Culinary,1,New Delhi,Malviya Nagar,North Indian Chinese,600,Indian Rupees(Rs.),No,Yes,No,2,2.6,Average,146
309452,Open Oven,1,New Delhi,Malviya Nagar,Bakery Desserts Fast Food,250,Indian Rupees(Rs.),No,Yes,No,1,3.4,Average,103
310312,Paapi Paet,1,New Delhi,Malviya Nagar,Fast Food Beverages,550,Indian Rupees(Rs.),No,Yes,No,2,3.3,Average,250
305162,Pepper Corn Express,1,New Delhi,Malviya Nagar,North Indian Chinese Fast Food,800,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,50
18471299,Pinch Of China,1,New Delhi,Malviya Nagar,Chinese,400,Indian Rupees(Rs.),No,No,No,1,3.2,Average,14
4855,Pizza Hut Delivery,1,New Delhi,Malviya Nagar,Italian Pizza Fast Food,800,Indian Rupees(Rs.),No,Yes,No,2,2.8,Average,120
18272382,Punjabee's Darbar,1,New Delhi,Malviya Nagar,North Indian Chinese,700,Indian Rupees(Rs.),No,Yes,No,2,3,Average,34
313398,Ramjee's,1,New Delhi,Malviya Nagar,Street Food North Indian,150,Indian Rupees(Rs.),No,Yes,No,1,3.3,Average,62
307746,Rollmaal,1,New Delhi,Malviya Nagar,Fast Food North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,218
3043,Shaolin,1,New Delhi,Malviya Nagar,Chinese,800,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,217
301190,Subway,1,New Delhi,Malviya Nagar,American Fast Food Salad Healthy Food,500,Indian Rupees(Rs.),No,Yes,No,2,2.8,Average,183
18233599,The Chocolate Room,1,New Delhi,Malviya Nagar,Cafe Italian Mexican Salad Desserts,850,Indian Rupees(Rs.),Yes,Yes,No,2,3.4,Average,155
1036,The Delhi Heights,1,New Delhi,Malviya Nagar,North Indian Mughlai Chinese,800,Indian Rupees(Rs.),Yes,Yes,No,2,2.8,Average,198
310665,Thok (The House of Kakori),1,New Delhi,Malviya Nagar,North Indian Mughlai Chinese,600,Indian Rupees(Rs.),No,Yes,Yes,2,3.4,Average,485
18322671,Uloo,1,New Delhi,Malviya Nagar,North Indian Mughlai Chinese,600,Indian Rupees(Rs.),No,Yes,Yes,2,3.2,Average,134
18353692,Vadapav Junction & More,1,New Delhi,Malviya Nagar,Street Food Fast Food,350,Indian Rupees(Rs.),No,Yes,No,1,3.3,Average,37
18365877,Behrouz Biryani,1,New Delhi,Malviya Nagar,Biryani,600,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,61
310848,Beliram Degchiwala,1,New Delhi,Malviya Nagar,North Indian Mughlai Chinese,900,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,226
18398602,Bhukkhar,1,New Delhi,Malviya Nagar,North Indian Chinese Mughlai,500,Indian Rupees(Rs.),No,Yes,No,2,3.9,Good,100
18376472,Biryani Blues,1,New Delhi,Malviya Nagar,Biryani Hyderabadi,1000,Indian Rupees(Rs.),No,Yes,No,3,3.9,Good,113
18455531,Bun Intended,1,New Delhi,Malviya Nagar,Burger American Fast Food,850,Indian Rupees(Rs.),No,Yes,No,2,3.9,Good,50
18208912,Casa Asia,1,New Delhi,Malviya Nagar,Chinese,650,Indian Rupees(Rs.),No,Yes,No,2,3.8,Good,306
2586,Chic Fish,1,New Delhi,Malviya Nagar,North Indian Chinese,750,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,361
301722,Dunkin' Donuts,1,New Delhi,Malviya Nagar,Burger Desserts Fast Food,600,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,290
18285729,Farratta,1,New Delhi,Malviya Nagar,North Indian Chinese,800,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,93
305526,Flavors of Chennai,1,New Delhi,Malviya Nagar,South Indian,400,Indian Rupees(Rs.),No,Yes,No,1,3.7,Good,370
18357542,Food For Thought,1,New Delhi,Malviya Nagar,North Indian Italian,700,Indian Rupees(Rs.),No,Yes,No,2,3.8,Good,55
18291199,FreshMenu,1,New Delhi,Malviya Nagar,Italian Chinese Continental Thai Mediterranean Lebanese,600,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,132
5726,Giani's,1,New Delhi,Malviya Nagar,Ice Cream Desserts,400,Indian Rupees(Rs.),No,Yes,No,1,3.7,Good,145
302922,Gopala,1,New Delhi,Malviya Nagar,Mithai Street Food,250,Indian Rupees(Rs.),No,No,No,1,3.8,Good,45
7658,Green Chick Chop,1,New Delhi,Malviya Nagar,Raw Meats North Indian Fast Food,350,Indian Rupees(Rs.),No,No,No,1,3.5,Good,52
18286490,Hunger Must Die,1,New Delhi,Malviya Nagar,Italian North Indian Chinese Mughlai,500,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,99
7654,Kolkata Kathi Roll,1,New Delhi,Malviya Nagar,Fast Food,150,Indian Rupees(Rs.),No,No,No,1,3.6,Good,82
18254534,Max Grille and Kitchen,1,New Delhi,Malviya Nagar,North Indian Mughlai Chinese,850,Indian Rupees(Rs.),Yes,Yes,No,2,3.5,Good,99
9100,Moti Sweets,1,New Delhi,Malviya Nagar,Mithai Street Food,100,Indian Rupees(Rs.),No,No,No,1,3.6,Good,114
6475,Nazeer Foods,1,New Delhi,Malviya Nagar,North Indian Mughlai Chinese,650,Indian Rupees(Rs.),No,No,No,2,3.6,Good,427
300302,Nikashee,1,New Delhi,Malviya Nagar,Chinese Thai,600,Indian Rupees(Rs.),No,No,No,2,3.7,Good,408
304302,Noodle Box,1,New Delhi,Malviya Nagar,Chinese Thai,700,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,60
306166,Pema's,1,New Delhi,Malviya Nagar,Chinese Tibetan Japanese,700,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,412
18345755,Plumber - The Lounge,1,New Delhi,Malviya Nagar,Thai Chinese North Indian,1500,Indian Rupees(Rs.),No,No,No,3,3.9,Good,38
9751,Pudding & Pie,1,New Delhi,Malviya Nagar,Bakery Fast Food,450,Indian Rupees(Rs.),No,No,No,1,3.7,Good,137
2867,RP's Restaurant,1,New Delhi,Malviya Nagar,Mughlai North Indian Chinese,700,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,259
8346,Soi Thai,1,New Delhi,Malviya Nagar,Thai Japanese,1500,Indian Rupees(Rs.),No,Yes,No,3,3.6,Good,148
305871,Speedy Chow,1,New Delhi,Malviya Nagar,Chinese Thai,850,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,268
18425151,Stoned Age Kitchen,1,New Delhi,Malviya Nagar,Continental,400,Indian Rupees(Rs.),No,Yes,No,1,3.9,Good,91
998,Suribachi,1,New Delhi,Malviya Nagar,Asian North Indian Continental,1500,Indian Rupees(Rs.),Yes,Yes,No,3,3.5,Good,104
452,Swagath,1,New Delhi,Malviya Nagar,North Indian Chinese Seafood Chettinad,1500,Indian Rupees(Rs.),Yes,No,No,3,3.5,Good,168
18163892,The Delhi Canteen,1,New Delhi,Malviya Nagar,North Indian Continental Asian Chinese Thai,1000,Indian Rupees(Rs.),Yes,Yes,No,3,3.6,Good,305
18432219,The Grill Kitchen,1,New Delhi,Malviya Nagar,North Indian Mughlai,650,Indian Rupees(Rs.),No,Yes,No,2,3.8,Good,75
18458339,The Midnight Heroes,1,New Delhi,Malviya Nagar,North Indian Biryani Chinese Fast Food,950,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,41
18375421,The Salad Bowl,1,New Delhi,Malviya Nagar,Healthy Food Salad,800,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,34
209,Domino's Pizza,1,New Delhi,Malviya Nagar,Pizza Fast Food,700,Indian Rupees(Rs.),No,No,No,2,2.3,Poor,185
18428394,Food Army,1,New Delhi,Malviya Nagar,North Indian Mughlai Chinese,450,Indian Rupees(Rs.),No,Yes,No,1,2.3,Poor,18
1030,Moti Restaurant,1,New Delhi,Malviya Nagar,North Indian South Indian Chinese Mughlai,550,Indian Rupees(Rs.),No,Yes,No,2,2.4,Poor,137
7661,New Baba Da Dhaba,1,New Delhi,Malviya Nagar,North Indian Mughlai Chinese,400,Indian Rupees(Rs.),No,Yes,No,1,2,Poor,84
6179,Tunday Kababi,1,New Delhi,Malviya Nagar,Lucknowi Mughlai,600,Indian Rupees(Rs.),No,Yes,No,2,2.2,Poor,182
18446475,Dilli BC,1,New Delhi,Malviya Nagar,North Indian Mughlai,700,Indian Rupees(Rs.),No,Yes,No,2,4.4,Very Good,84
311161,Litti.In,1,New Delhi,Malviya Nagar,Bihari,300,Indian Rupees(Rs.),No,Yes,No,1,4,Very Good,308
313206,Nizam's Kathi Kabab,1,New Delhi,Malviya Nagar,North Indian Fast Food,900,Indian Rupees(Rs.),Yes,Yes,No,2,4,Very Good,153
18334452,Pepper Kitchen,1,New Delhi,Malviya Nagar,Cafe American Italian,500,Indian Rupees(Rs.),No,Yes,No,2,4,Very Good,244
18253111,Rustom's Cafe & Bakery,1,New Delhi,Malviya Nagar,Cafe Bakery Parsi,700,Indian Rupees(Rs.),No,Yes,No,2,4.1,Very Good,84
18219545,Salad Days,1,New Delhi,Malviya Nagar,Healthy Food Salad,800,Indian Rupees(Rs.),No,Yes,No,2,4,Very Good,255
18348970,Stop My Starvation,1,New Delhi,Malviya Nagar,Cafe Desserts,300,Indian Rupees(Rs.),No,Yes,No,1,4.3,Very Good,126
18334465,Sushi Junction,1,New Delhi,Malviya Nagar,Sushi Japanese Healthy Food,1000,Indian Rupees(Rs.),No,Yes,No,3,4,Very Good,53
18272370,Vero Gusto,1,New Delhi,Malviya Nagar,Cafe Fast Food Healthy Food,250,Indian Rupees(Rs.),No,Yes,No,1,4.1,Very Good,135
311846,Snack Junction,1,New Delhi,Mandi House,Chinese,300,Indian Rupees(Rs.),No,No,No,1,3.2,Average,10
311432,Turant,1,New Delhi,Mandi House,Chinese,300,Indian Rupees(Rs.),No,No,No,1,3.3,Average,47
304972,Snacks Point,1,New Delhi,Mandi House,Fast Food,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18356812,The Sweet Spot,1,New Delhi,Mandi House,Bakery,600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,2
18294392,Kafe @ Museum,1,New Delhi,Mansingh Road,North Indian Continental,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
308489,Friends Cafe,1,New Delhi,Mathura Road,North Indian,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,2
313175,Aromas of Pind,1,New Delhi,Mathura Road,North Indian Chinese,1200,Indian Rupees(Rs.),Yes,Yes,No,3,4.2,Very Good,278
301842,Apna Dhaba and Caters,1,New Delhi,Mayapuri Phase 2,North Indian,300,Indian Rupees(Rs.),No,No,No,1,3.2,Average,20
311378,Green Chick Chop,1,New Delhi,Mayapuri Phase 2,Raw Meats North Indian Fast Food,350,Indian Rupees(Rs.),No,Yes,No,1,2.7,Average,7
301830,Jai Shree Durga South Indian Corner,1,New Delhi,Mayapuri Phase 2,South Indian Chinese,350,Indian Rupees(Rs.),No,No,No,1,3,Average,6
18323144,Malabar Catering House,1,New Delhi,Mayapuri Phase 2,Biryani Kerala,400,Indian Rupees(Rs.),No,No,No,1,3.2,Average,13
311377,Meenakshi Bhawan,1,New Delhi,Mayapuri Phase 2,South Indian Chinese,300,Indian Rupees(Rs.),No,No,No,1,3.1,Average,14
301848,New Raja Sweets,1,New Delhi,Mayapuri Phase 2,Mithai Street Food,150,Indian Rupees(Rs.),No,No,No,1,2.9,Average,18
307998,Pizza Treat,1,New Delhi,Mayapuri Phase 2,Pizza Fast Food,250,Indian Rupees(Rs.),No,No,No,1,3,Average,6
5940,Pudding & Pie,1,New Delhi,Mayapuri Phase 2,Bakery Fast Food,450,Indian Rupees(Rs.),No,No,No,1,3.1,Average,7
301826,Rita Chinese Food,1,New Delhi,Mayapuri Phase 2,Chinese,350,Indian Rupees(Rs.),No,No,No,1,3.1,Average,10
312923,Vibes of Punjab,1,New Delhi,Mayapuri Phase 2,North Indian Mughlai Chinese,700,Indian Rupees(Rs.),No,No,No,2,3.2,Average,21
301817,Ramji Di Hatti & Caterers,1,New Delhi,Mayapuri Phase 2,North Indian,350,Indian Rupees(Rs.),No,No,No,1,3.5,Good,25
301820,Spicy Tadka,1,New Delhi,Mayapuri Phase 2,North Indian Chinese,600,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,24
18460315,Mr. Tandoori Lal,1,New Delhi,Mayapuri Phase 2,Chinese North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
301809,Om Sweets & Caterers,1,New Delhi,Mayapuri Phase 2,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
18368012,Sardar Ji Take Away & Caterers,1,New Delhi,Mayapuri Phase 2,North Indian Chinese,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18429423,9 is Mine,1,New Delhi,Mayur Vihar Phase 1,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,1,2.6,Average,4
6180,Aashirwad,1,New Delhi,Mayur Vihar Phase 1,Chinese North Indian,450,Indian Rupees(Rs.),No,No,No,1,3.2,Average,19
301108,Aggarwal Sweet & Bakers,1,New Delhi,Mayur Vihar Phase 1,Mithai Street Food,150,Indian Rupees(Rs.),No,No,No,1,2.9,Average,5
8105,Amit Hotel,1,New Delhi,Mayur Vihar Phase 1,North Indian,150,Indian Rupees(Rs.),No,No,No,1,2.9,Average,7
313185,Angrezee Dhaba,1,New Delhi,Mayur Vihar Phase 1,North Indian Mughlai Chinese,350,Indian Rupees(Rs.),No,Yes,No,1,2.8,Average,7
8109,Ankur Family Restaurant,1,New Delhi,Mayur Vihar Phase 1,North Indian,300,Indian Rupees(Rs.),No,No,No,1,2.9,Average,4
304267,Bansal Sweet,1,New Delhi,Mayur Vihar Phase 1,Desserts Street Food,150,Indian Rupees(Rs.),No,No,No,1,2.7,Average,20
313351,Baskin Robbins,1,New Delhi,Mayur Vihar Phase 1,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,1,3.1,Average,13
309227,Caravan Resto Bar,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese Mughlai,1100,Indian Rupees(Rs.),Yes,Yes,No,3,3.2,Average,51
18285695,Celebration Multi Cuisine Restaurant,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese,500,Indian Rupees(Rs.),No,No,No,2,2.7,Average,14
18146358,Chatto Chapati,1,New Delhi,Mayur Vihar Phase 1,North Indian,250,Indian Rupees(Rs.),No,No,No,1,3,Average,8
312715,Chawla'så_,1,New Delhi,Mayur Vihar Phase 1,North Indian Mughlai,750,Indian Rupees(Rs.),Yes,No,No,2,2.7,Average,29
311245,China Town,1,New Delhi,Mayur Vihar Phase 1,Chinese,300,Indian Rupees(Rs.),No,Yes,No,1,2.7,Average,11
6173,China Town,1,New Delhi,Mayur Vihar Phase 1,Chinese,350,Indian Rupees(Rs.),No,No,No,1,2.7,Average,28
301353,Dazzle Pastry Shop,1,New Delhi,Mayur Vihar Phase 1,Bakery Fast Food,150,Indian Rupees(Rs.),No,No,No,1,2.6,Average,25
300957,Delicacy Foods,1,New Delhi,Mayur Vihar Phase 1,North Indian Mughlai Chinese,650,Indian Rupees(Rs.),No,No,No,2,3.2,Average,86
312703,Dolphin Rolls,1,New Delhi,Mayur Vihar Phase 1,Fast Food Chinese,200,Indian Rupees(Rs.),No,No,No,1,2.9,Average,6
6183,Durbar Restaurant,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese,500,Indian Rupees(Rs.),No,No,No,2,2.7,Average,33
301037,Ever Green Pastry Shop,1,New Delhi,Mayur Vihar Phase 1,Bakery,200,Indian Rupees(Rs.),No,No,No,1,3.1,Average,34
8069,Evergreen Sweets Corner,1,New Delhi,Mayur Vihar Phase 1,Mithai Street Food,100,Indian Rupees(Rs.),No,No,No,1,3,Average,8
306107,Great Plates By AJ,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese Mughlai,900,Indian Rupees(Rs.),Yes,Yes,No,2,3.1,Average,77
308359,Green Chick Chop,1,New Delhi,Mayur Vihar Phase 1,Raw Meats North Indian Fast Food,350,Indian Rupees(Rs.),No,No,No,1,3.2,Average,24
18260604,Haqeem's,1,New Delhi,Mayur Vihar Phase 1,North Indian,250,Indian Rupees(Rs.),No,No,No,1,2.7,Average,14
6185,Himalaya Food Corner,1,New Delhi,Mayur Vihar Phase 1,North Indian Mughlai Chinese,500,Indian Rupees(Rs.),No,No,No,2,2.7,Average,46
304259,Hot Joint Fast Food,1,New Delhi,Mayur Vihar Phase 1,Chinese Fast Food,350,Indian Rupees(Rs.),No,No,No,1,2.6,Average,61
300959,Hyderabadi Dum Biryani,1,New Delhi,Mayur Vihar Phase 1,Biryani Hyderabadi,650,Indian Rupees(Rs.),No,Yes,No,2,2.7,Average,60
18238249,Kasturi Family Restaurant,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese,400,Indian Rupees(Rs.),No,Yes,No,1,3,Average,20
309346,Kerala Cafe,1,New Delhi,Mayur Vihar Phase 1,Kerala,300,Indian Rupees(Rs.),No,No,No,1,3.3,Average,45
307306,Keuchen Paradise,1,New Delhi,Mayur Vihar Phase 1,Bakery,300,Indian Rupees(Rs.),No,Yes,No,1,2.8,Average,8
18203881,Kook For Health,1,New Delhi,Mayur Vihar Phase 1,American Asian North Indian Mexican South Indian,500,Indian Rupees(Rs.),No,Yes,No,2,3.3,Average,21
18138441,Lahorian's Sweets & Bakers,1,New Delhi,Mayur Vihar Phase 1,Street Food Desserts,250,Indian Rupees(Rs.),No,No,No,1,2.9,Average,5
8531,Mr. Baker's,1,New Delhi,Mayur Vihar Phase 1,Bakery Fast Food,100,Indian Rupees(Rs.),No,No,No,1,3,Average,22
18267785,Night Food Delivery,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,2.7,Average,5
8110,Nine 2 Nine Snacks & Restaurant,1,New Delhi,Mayur Vihar Phase 1,North Indian Street Food,250,Indian Rupees(Rs.),No,No,No,1,2.9,Average,5
18281964,Punjabi Mirch,1,New Delhi,Mayur Vihar Phase 1,North Indian,400,Indian Rupees(Rs.),No,No,No,1,3,Average,4
2932,Rasoi The Food Express,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese,600,Indian Rupees(Rs.),No,Yes,No,2,2.6,Average,53
6182,Republic of Chicken,1,New Delhi,Mayur Vihar Phase 1,Raw Meats Fast Food,400,Indian Rupees(Rs.),No,No,No,1,2.8,Average,11
18324529,Sandwichai,1,New Delhi,Mayur Vihar Phase 1,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,1,3.3,Average,58
308237,SB's Raisins,1,New Delhi,Mayur Vihar Phase 1,Bakery Desserts Fast Food,350,Indian Rupees(Rs.),No,Yes,No,1,2.8,Average,15
311894,Shanghai Kitchen,1,New Delhi,Mayur Vihar Phase 1,Chinese Fast Food,300,Indian Rupees(Rs.),No,No,No,1,3.1,Average,26
300960,Shiv Shakti Restaurant,1,New Delhi,Mayur Vihar Phase 1,South Indian Chinese,200,Indian Rupees(Rs.),No,No,No,1,3,Average,18
308222,Smoky Chettinad,1,New Delhi,Mayur Vihar Phase 1,South Indian Chettinad,600,Indian Rupees(Rs.),No,No,No,2,2.8,Average,49
18258510,Spice Fusion,1,New Delhi,Mayur Vihar Phase 1,North Indian Mughlai,400,Indian Rupees(Rs.),No,No,No,1,3.1,Average,7
308526,Sweet Toof Designer Cakes,1,New Delhi,Mayur Vihar Phase 1,Bakery Desserts,250,Indian Rupees(Rs.),No,No,No,1,3.1,Average,7
301118,The Chef,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese,600,Indian Rupees(Rs.),No,Yes,No,2,3.2,Average,23
309551,The Edge Cafe,1,New Delhi,Mayur Vihar Phase 1,Fast Food Chinese,400,Indian Rupees(Rs.),No,Yes,No,1,3.1,Average,53
9736,The Epicure - Fraser Suites,1,New Delhi,Mayur Vihar Phase 1,Asian Thai Chinese North Indian,2000,Indian Rupees(Rs.),Yes,No,No,4,3.1,Average,80
18022625,Udupidarshini Veg Restaurant,1,New Delhi,Mayur Vihar Phase 1,Chinese North Indian South Indian,550,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,33
18420679,36 lebzelter,1,New Delhi,Mayur Vihar Phase 1,Bakery Desserts,150,Indian Rupees(Rs.),No,No,No,1,3.7,Good,39
301361,Baked Buns,1,New Delhi,Mayur Vihar Phase 1,Fast Food Pizza Burger,500,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,165
312991,Freakin Beans,1,New Delhi,Mayur Vihar Phase 1,Cafe,250,Indian Rupees(Rs.),No,No,No,1,3.7,Good,72
18277153,Nutri Cafe,1,New Delhi,Mayur Vihar Phase 1,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,49
18273548,Senorita's,1,New Delhi,Mayur Vihar Phase 1,Mexican North Indian,550,Indian Rupees(Rs.),No,No,No,2,3.7,Good,57
18399818,Village - The House of Food,1,New Delhi,Mayur Vihar Phase 1,Street Food Fast Food Chinese South Indian North Indian,300,Indian Rupees(Rs.),No,Yes,No,1,3.7,Good,65
8062,Aman Vaishno Dhaba,1,New Delhi,Mayur Vihar Phase 1,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
304254,Anupam Hotel,1,New Delhi,Mayur Vihar Phase 1,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18469823,Bake Bank,1,New Delhi,Mayur Vihar Phase 1,Bakery Desserts,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18057803,Buzybee,1,New Delhi,Mayur Vihar Phase 1,Bakery Desserts,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18208900,Cafe Tandoor,1,New Delhi,Mayur Vihar Phase 1,Fast Food,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18420694,Chawlas 2,1,New Delhi,Mayur Vihar Phase 1,North Indian Mughlai,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,1
18438463,Choksi Chinese,1,New Delhi,Mayur Vihar Phase 1,Chinese,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18317329,Desi Chulha,1,New Delhi,Mayur Vihar Phase 1,North Indian Chinese,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18442896,Fumble Foods,1,New Delhi,Mayur Vihar Phase 1,North Indian Fast Food,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18494989,Games v/s Cafe,1,New Delhi,Mayur Vihar Phase 1,Cafe Beverages,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18432170,Goodies- Snacks N More,1,New Delhi,Mayur Vihar Phase 1,Fast Food Chinese,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18489526,Grubhouse Cafe,1,New Delhi,Mayur Vihar Phase 1,Fast Food,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18375372,Mr. Baker's,1,New Delhi,Mayur Vihar Phase 1,Bakery,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
8108,Muradabadi Chicken Biryani & Dhaba,1,New Delhi,Mayur Vihar Phase 1,North Indian,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
6237,Pakiza Restaurant,1,New Delhi,Mayur Vihar Phase 1,North Indian Mughlai,600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,2
311993,Riddhi Siddhi Restaurant,1,New Delhi,Mayur Vihar Phase 1,North Indian Fast Food,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
